790363386	745500	1111111111	102555TR
790363397	749245	1111111111	102555TR
790363402	749291	1111111111	102555TR
790363408	749361	1111111111	102555TR
790363412	749389	1111111111	102555TR
790363417	749443	1111111111	102555TR
790363418	749444	1111111111	102555TR
790363420	749454	1111111111	102555TR
790363427	749533	1111111111	102555TR
790363431	749553	1111111111	102555TR
790363440	749635	1111111111	102555TR
790363445	749696	1111111111	102555TR
790363448	749723	1111111111	102555TR
790363453	749776	1111111111	102555TR
790363454	749777	1111111111	102555TR
790363455	749778	1111111111	102555TR
790363458	749813	1111111111	102555TR
790363459	749814	1111111111	102555TR
790363471	749914	1111111111	102555TR
790363490	750077	1111111111	102555TR
790363498	750157	1111111111	102555TR
790363499	750182	1111111111	102555TR
790363501	750192	1111111111	102555TR
790363505	750229	1111111111	102555TR
790363508	750248	1111111111	102555TR
790363509	750257	1111111111	102555TR
790363548	754238	1111111111	102555TR
790363555	754309	1111111111	102555TR
790363556	754310	1111111111	102555TR
790363560	754346	1111111111	102555TR
790363568	754427	1111111111	102555TR
790363576	754507	1111111111	102555TR
790363577	754508	1111111111	102555TR
790363582	754555	1111111111	102555TR
790363583	754564	1111111111	102555TR
790363584	754581	1111111111	102555TR
790363592	754638	1111111111	102555TR
790363595	754657	1111111111	102555TR
790363598	754692	1111111111	102555TR
790363600	754718	1111111111	102555TR
790363610	754808	1111111111	102555TR
790363612	754826	1111111111	102555TR
790363613	754827	1111111111	102555TR
790363614	754844	1111111111	102555TR
790363615	754846	1111111111	102555TR
790363621	754908	1111111111	102555TR
790363625	754936	1111111111	102555TR
790363627	754954	1111111111	102555TR
790363633	755017	1111111111	102555TR
790363635	755035	1111111111	102555TR
790363646	755119	1111111111	102555TR
790363647	755120	1111111111	102555TR
790363650	755155	1111111111	102555TR
790363654	755191	1111111111	102555TR
790363658	755227	1111111111	102555TR
790363661	755262	1111111111	102555TR
790363663	755280	1111111111	102555TR
790363684	759066	1111111111	102555TR
790363688	759102	1111111111	102555TR
790363690	759120	1111111111	102555TR
790363691	759129	1111111111	102555TR
790363712	759326	1111111111	102555TR
790363714	759337	1111111111	102555TR
790363722	759417	1111111111	102555TR
790363739	759554	1111111111	102555TR
790363755	759702	1111111111	102555TR
790363763	759783	1111111111	102555TR
790363773	759874	1111111111	102555TR
790363776	759893	1111111111	102555TR
790363777	759902	1111111111	102555TR
790363784	759975	1111111111	102555TR
790363786	759985	1111111111	102555TR
790363799	763829	1111111111	102555TR
790363800	763855	1111111111	102555TR
790363802	763865	1111111111	102555TR
790363808	763920	1111111111	102555TR
790363815	763983	1111111111	102555TR
790363818	764002	1111111111	102555TR
790363828	764101	1111111111	102555TR
790363834	764165	1111111111	102555TR
790363835	764174	1111111111	102555TR
790363837	764192	1111111111	102555TR
790363838	764201	1111111111	102555TR
790363843	764240	1111111111	102555TR
790363846	764276	1111111111	102555TR
790363853	764340	1111111111	102555TR
790363860	764403	1111111111	102555TR
790363861	764420	1111111111	102555TR
790363862	764422	1111111111	102555TR
790363867	764476	1111111111	102555TR
790363871	764504	1111111111	102555TR
790363879	764576	1111111111	102555TR
790363885	764633	1111111111	102555TR
790363891	764679	1111111111	102555TR
790363895	764723	1111111111	102555TR
790363896	764732	1111111111	102555TR
790363905	764816	1111111111	102555TR
790363910	764872	1111111111	102555TR
790363917	764936	1111111111	102555TR
790363918	764953	1111111111	102555TR
790363921	764964	1111111111	102555TR
790363929	765046	1111111111	102555TR
790363946	773744	1111111111	102555TR
790363960	773880	0	101770TP
790363961	773881	1111111111	102555TR
790363962	773898	1111111111	102555TR
790363963	773899	1111111111	102555TR
790363971	773964	1111111111	102555TR
790363982	774090	1111111111	102555TR
790363989	774155	1111111111	102555TR
790364004	774292	1111111111	102555TR
790364007	774312	1111111111	102555TR
790364017	774380	1111111111	102555TR
790364024	774475	1111111111	102555TR
790364029	774505	1111111111	102555TR
790364060	774791	1111111111	102555TR
790364064	774836	1111111111	102555TR
790364078	789114	1111111111	102555TR
790364081	789157	1111111111	102555TR
790364094	789274	1111111111	102555TR
790364108	789413	1111111111	102555TR
790364110	789423	1111111111	102555TR
790364111	789432	1111111111	102555TR
790364124	789543	1111111111	102555TR
790364139	789688	1111111111	102555TR
790364150	789795	1111111111	102555TR
790364522	805803	0025001546	100323TP
790364523	805812	0025001546	100323TP
790364525	805830	0025001581	101525EE
790364526	805839	0025001584	101525EE
790364527	805848	0025001554	101525EE
790364528	805857	0025001556	102710TP
790364529	805858	0025001580	102820TP
790364534	805903	0025001647	102711TP
790364535	805912	0025001574	100057TP
790364536	805929	0025001521	101525EE
790364539	805948	0025001538	101525EE
790364540	805957	0025001521	101525EE
790364541	805974	0025001525	100323TP
790364543	805984	0025000898	100824TP
790364545	806002	0025000835	100824TP
790364546	806011	0025000835	100824TP
790364548	806037	0025000842	100824TP
790364549	806046	0025000843	100824TP
790364550	806055	0025000849	100060TP
790364551	806064	0025000845	102702TP
790364552	806073	0025000877	100824TP
790364553	806074	0025000877	100824TP
790364555	806100	0025000991	101525EE
790364556	806101	0025000991	101525EE
790364557	806110	0025000888	100324TP
790364558	806119	0025000881	100695TP
790364559	806136	0025000983	102665TP
790364560	806145	0025000983	102665TP
790364561	806146	0025000972	100057TP
790364562	806163	0025001671	102617MD
790364563	806172	0025001671	102617MD
790364564	806181	0025001516	100394TP
790364565	806190	0025001563	101525EE
790364568	806200	0025001646	101525EE
790364569	806209	0025001649	101097RT
790364570	806218	0025001650	101097RT
790364571	806235	0025001654	102753RT
790364587	806379	0025001927	101525EE
790364592	806424	0025001906	101525EE
790364602	810179	0025000042	100394TP
790364603	810180	0025000039	100394TP
790364604	810197	0025000136	100695TP
790364605	810206	0025000090	100057TP
790364606	810215	0025000083	100394TP
790364609	810242	0025000171	100386TP
790364612	810269	0025000178	100386TP
790364613	810278	0025000153	100695TP
790364614	810287	0	102663TP
