790363316	0	102594	TP
790363360	1111111111	102555	TR
790363386	1111111111	102555	TR
790363343	1111111111	102555	TR
790365412	1111111111	102555	TR
790365415	1111111111	102555	TR
790365434	1111111111	102555	TR
790365440	1111111111	102555	TR
790365442	1111111111	102555	TR
790365445	1111111111	102555	TR
790365459	1111111111	102555	TR
790368162	0	100322	TP
790365455	1111111111	102555	TR
790365492	1111111111	102555	TR
790365497	1111111111	102555	TR
790365499	1111111111	102555	TR
790365501	1111111111	102555	TR
790365512	1111111111	102555	TR
790365519	1111111111	102555	TR
790367421	1111111111	102555	TR
790367451	1111111111	102555	TR
790367454	1111111111	102555	TR
790367468	1111111111	102555	TR
790367497	1111111111	102555	TR
790367545	1111111111	102555	TR
790367546	1111111111	102555	TR
790365467	1111111111	102555	TR
790365470	1111111111	102555	TR
790365488	1111111111	102555	TR
790365507	1111111111	102555	TR
790365534	1111111111	102555	TR
790365535	1111111111	102555	TR
790367422	1111111111	102555	TR
790367433	1111111111	102555	TR
790367446	1111111111	102555	TR
790367450	1111111111	102555	TR
790367467	1111111111	102555	TR
790367470	1111111111	102555	TR
790367471	1111111111	102555	TR
790367476	1111111111	102555	TR
790367481	1111111111	102555	TR
790367494	1111111111	102555	TR
790367498	1111111111	102555	TR
790367506	1111111111	102555	TR
790367515	1111111111	102555	TR
790367532	1111111111	102555	TR
790367534	1111111111	102555	TR
790367547	1111111111	102555	TR
790367549	1111111111	102555	TR
790369561	1111111111	102555	TR
790369591	1111111111	102555	TR
790369600	1111111111	102555	TR
790369642	1111111111	102555	TR
790369644	1111111111	102555	TR
790369684	1111111111	102555	TR
790369689	1111111111	102555	TR
790363402	1111111111	102555	TR
790363408	1111111111	102555	TR
790363412	1111111111	102555	TR
790363418	1111111111	102555	TR
790363453	1111111111	102555	TR
790363454	1111111111	102555	TR
790363455	1111111111	102555	TR
790363458	1111111111	102555	TR
790363459	1111111111	102555	TR
790363471	1111111111	102555	TR
790363498	1111111111	102555	TR
790363499	1111111111	102555	TR
790363501	1111111111	102555	TR
790363505	1111111111	102555	TR
790363509	1111111111	102555	TR
790365548	1111111111	102555	TR
790365552	1111111111	102555	TR
790365559	1111111111	102555	TR
790365593	1111111111	102555	TR
790369572	1111111111	102555	TR
790369590	1111111111	102555	TR
790369592	1111111111	102555	TR
790369612	1111111111	102555	TR
790369650	1111111111	102555	TR
790369675	1111111111	102555	TR
790363397	1111111111	102555	TR
790363417	1111111111	102555	TR
790363420	1111111111	102555	TR
790363427	1111111111	102555	TR
790363431	1111111111	102555	TR
790363440	1111111111	102555	TR
790363445	1111111111	102555	TR
790363448	1111111111	102555	TR
790363490	1111111111	102555	TR
790363508	1111111111	102555	TR
790365544	1111111111	102555	TR
790365549	1111111111	102555	TR
790365562	1111111111	102555	TR
790365567	1111111111	102555	TR
790365577	1111111111	102555	TR
790365589	1111111111	102555	TR
790365625	1111111111	102555	TR
790367622	1111111111	102555	TR
790367635	1111111111	102555	TR
790367641	1111111111	102555	TR
790367649	1111111111	102555	TR
790367651	1111111111	102555	TR
790367655	1111111111	102555	TR
790367664	1111111111	102555	TR
790365605	1111111111	102555	TR
790365629	1111111111	102555	TR
790365631	1111111111	102555	TR
790365642	1111111111	102555	TR
790365648	1111111111	102555	TR
790365664	1111111111	102555	TR
790367577	1111111111	102555	TR
790367602	1111111111	102555	TR
790367605	1111111111	102555	TR
790367620	1111111111	102555	TR
790367626	1111111111	102555	TR
790367639	1111111111	102555	TR
790367640	1111111111	102555	TR
790367653	1111111111	102555	TR
790367660	1111111111	102555	TR
790367682	1111111111	102555	TR
790369713	1111111111	102555	TR
790369726	1111111111	102555	TR
790369728	1111111111	102555	TR
790369748	1111111111	102555	TR
790369749	1111111111	102555	TR
790369752	1111111111	102555	TR
790369754	1111111111	102555	TR
790369758	1111111111	102555	TR
790369766	1111111111	102555	TR
790369770	1111111111	102555	TR
790369778	1111111111	102555	TR
790369794	1111111111	102555	TR
790369709	1111111111	102555	TR
790369725	1111111111	102555	TR
790369731	1111111111	102555	TR
790369763	1111111111	102555	TR
790369771	1111111111	102555	TR
790369823	1111111111	102555	TR
790363556	1111111111	102555	TR
790363560	1111111111	102555	TR
790363577	1111111111	102555	TR
790363598	1111111111	102555	TR
790363600	1111111111	102555	TR
790363610	1111111111	102555	TR
790363612	1111111111	102555	TR
790363614	1111111111	102555	TR
790363625	1111111111	102555	TR
790363627	1111111111	102555	TR
790363646	1111111111	102555	TR
790363650	1111111111	102555	TR
790363654	1111111111	102555	TR
790363658	1111111111	102555	TR
790363661	1111111111	102555	TR
790363663	1111111111	102555	TR
790365679	1111111111	102555	TR
790365688	1111111111	102555	TR
790365689	1111111111	102555	TR
790365691	1111111111	102555	TR
790365704	1111111111	102555	TR
790365706	1111111111	102555	TR
790365752	1111111111	102555	TR
790365756	1111111111	102555	TR
790363548	1111111111	102555	TR
790363555	1111111111	102555	TR
790363568	1111111111	102555	TR
790363576	1111111111	102555	TR
790363582	1111111111	102555	TR
790363583	1111111111	102555	TR
790363584	1111111111	102555	TR
790363592	1111111111	102555	TR
790363595	1111111111	102555	TR
790363613	1111111111	102555	TR
790363615	1111111111	102555	TR
790363621	1111111111	102555	TR
790363633	1111111111	102555	TR
790363635	1111111111	102555	TR
790363647	1111111111	102555	TR
790365680	1111111111	102555	TR
790365683	1111111111	102555	TR
790365701	1111111111	102555	TR
790365703	1111111111	102555	TR
790365720	1111111111	102555	TR
790365729	1111111111	102555	TR
790365731	1111111111	102555	TR
790365738	1111111111	102555	TR
790365743	1111111111	102555	TR
790365745	1111111111	102555	TR
790365746	1111111111	102555	TR
790365749	1111111111	102555	TR
790365753	1111111111	102555	TR
790365754	1111111111	102555	TR
790365755	1111111111	102555	TR
790365759	1111111111	102555	TR
790365770	1111111111	102555	TR
790365774	1111111111	102555	TR
790365792	1111111111	102555	TR
790365799	1111111111	102555	TR
790367687	1111111111	102555	TR
790367690	1111111111	102555	TR
790365779	1111111111	102555	TR
790367806	1111111111	102555	TR
790369855	1111111111	102555	TR
790369901	1111111111	102555	TR
790369927	1111111111	102555	TR
790369941	1111111111	102555	TR
790370490	1111111111	102555	TR
790363684	1111111111	102555	TR
790363712	1111111111	102555	TR
790363763	1111111111	102555	TR
790363773	1111111111	102555	TR
790365867	1111111111	102555	TR
790365872	1111111111	102555	TR
790365881	1111111111	102555	TR
790365891	1111111111	102555	TR
790365900	1111111111	102555	TR
790365913	1111111111	102555	TR
790365928	1111111111	102555	TR
790365929	1111111111	102555	TR
790365933	1111111111	102555	TR
790367841	1111111111	102555	TR
790367845	1111111111	102555	TR
790367880	1111111111	102555	TR
790367885	1111111111	102555	TR
790367890	1111111111	102555	TR
790367909	1111111111	102555	TR
790367917	1111111111	102555	TR
790367932	1111111111	102555	TR
790367935	1111111111	102555	TR
790367937	1111111111	102555	TR
790367940	1111111111	102555	TR
790367948	1111111111	102555	TR
790370372	1111111111	102555	TR
790370386	1111111111	102555	TR
790370389	1111111111	102555	TR
790370411	1111111111	102555	TR
790370432	1111111111	102555	TR
790370437	1111111111	102555	TR
790370449	1111111111	102555	TR
790370465	1111111111	102555	TR
790370469	1111111111	102555	TR
790370474	1111111111	102555	TR
790370475	1111111111	102555	TR
790370480	1111111111	102555	TR
790363800	1111111111	102555	TR
790363802	1111111111	102555	TR
790363828	1111111111	102555	TR
790363834	1111111111	102555	TR
790363835	1111111111	102555	TR
790363837	1111111111	102555	TR
790363838	1111111111	102555	TR
790363843	1111111111	102555	TR
790363846	1111111111	102555	TR
790363860	1111111111	102555	TR
790363862	1111111111	102555	TR
790363871	1111111111	102555	TR
790365356	25001701	101525	EE
790365396	25001711	101525	EE
790365397	25001765	102820	TP
790365400	25001719	100057	TP
790365401	25001719	100057	TP
790371743	25001618	101525	EE
790371750	25001538	101525	EE
790371752	25001542	101525	EE
790371765	25001550	101525	EE
790371782	25001689	101525	EE
790371808	25001610	101525	EE
790371813	25001524	101525	EE
790371814	25001525	100323	TP
790369947	1111111111	102555	TR
790369960	1111111111	102555	TR
790363688	1111111111	102555	TR
790363690	1111111111	102555	TR
790363691	1111111111	102555	TR
790363714	1111111111	102555	TR
790363722	1111111111	102555	TR
790363739	1111111111	102555	TR
790363755	1111111111	102555	TR
790363776	1111111111	102555	TR
790363777	1111111111	102555	TR
790363784	1111111111	102555	TR
790363786	1111111111	102555	TR
790365837	1111111111	102555	TR
790365841	1111111111	102555	TR
790365843	1111111111	102555	TR
790365847	1111111111	102555	TR
790365871	1111111111	102555	TR
790365897	1111111111	102555	TR
790365906	1111111111	102555	TR
790365926	1111111111	102555	TR
790365932	1111111111	102555	TR
790365937	1111111111	102555	TR
790367853	1111111111	102555	TR
790367865	1111111111	102555	TR
790367901	1111111111	102555	TR
790367905	1111111111	102555	TR
790367907	1111111111	102555	TR
790367911	1111111111	102555	TR
790367915	1111111111	102555	TR
790367939	1111111111	102555	TR
790367944	1111111111	102555	TR
790370373	1111111111	102555	TR
790370377	1111111111	102555	TR
790370396	1111111111	102555	TR
790370399	1111111111	102555	TR
790370405	1111111111	102555	TR
790370406	1111111111	102555	TR
790370413	1111111111	102555	TR
790370427	1111111111	102555	TR
790370429	1111111111	102555	TR
790370442	1111111111	102555	TR
790370483	1111111111	102555	TR
790370486	1111111111	102555	TR
790363799	1111111111	102555	TR
790363808	1111111111	102555	TR
790363815	1111111111	102555	TR
790363818	1111111111	102555	TR
790363853	1111111111	102555	TR
790363861	1111111111	102555	TR
790363867	1111111111	102555	TR
790363879	1111111111	102555	TR
790363885	1111111111	102555	TR
790363891	1111111111	102555	TR
790363895	1111111111	102555	TR
790363896	1111111111	102555	TR
790363905	1111111111	102555	TR
790363910	1111111111	102555	TR
790363917	1111111111	102555	TR
790363918	1111111111	102555	TR
790363921	1111111111	102555	TR
790363929	1111111111	102555	TR
790365942	1111111111	102555	TR
790365945	1111111111	102555	TR
790365950	1111111111	102555	TR
790365951	1111111111	102555	TR
790365970	1111111111	102555	TR
790366001	1111111111	102555	TR
790366014	1111111111	102555	TR
790366058	1111111111	102555	TR
790366060	1111111111	102555	TR
790365972	1111111111	102555	TR
790365997	1111111111	102555	TR
790366004	1111111111	102555	TR
790366050	1111111111	102555	TR
790367955	1111111111	102555	TR
790367978	1111111111	102555	TR
790367986	1111111111	102555	TR
790371307	1111111111	102555	TR
790371318	1111111111	102555	TR
790371320	0	100694	TP
790371330	0	100694	TP
790371381	1111111111	102555	TR
790371408	1111111111	102555	TR
790363962	1111111111	102555	TR
790363971	1111111111	102555	TR
790363982	1111111111	102555	TR
790363989	1111111111	102555	TR
790364029	1111111111	102555	TR
790364060	1111111111	102555	TR
790364064	1111111111	102555	TR
790366085	1111111111	102555	TR
790366097	1111111111	102555	TR
790366115	1111111111	102555	TR
790366124	1111111111	102555	TR
790366160	1111111111	102555	TR
790366174	0	101024	TP
790366199	1111111111	102555	TR
790371401	1111111111	102555	TR
790371423	1111111111	102555	TR
790371430	1111111111	102555	TR
790363946	1111111111	102555	TR
790363949	0	101770	TP
790363960	0	101770	TP
790363961	1111111111	102555	TR
790363963	1111111111	102555	TR
790364004	1111111111	102555	TR
790364007	1111111111	102555	TR
790364017	1111111111	102555	TR
790364024	1111111111	102555	TR
790366125	0	101026	TP
790366143	1111111111	102555	TR
790366171	1111111111	102555	TR
790366186	1111111111	102555	TR
790366187	1111111111	102555	TR
790366197	1111111111	102555	TR
